Age,Premium
26,5700
63,13100
72,14900
27,5900
74,15300
36,7700
63,13100
47,9900
27,5900
21,4700
61,12700
71,14700
43,9100
51,10700
22,4900
22,4900
27,5900
51,10700
36,7700
46,9700
46,9700
54,11300
26,5700
38,8100
30,6500
68,14100
53,11100
18,4100
40,8500
40,8500
26,5700
27,5900
69,14300
60,12500
74,15300
42,8900
55,11500
30,6500
34,7300
18,4100
30,6500
52,10900
59,12300
31,6700
69,14300
31,6700
23,5100
37,7900
42,8900
27,5900
36,7700
33,7100
66,13700
43,9100
35,7500
60,12500
42,8900
70,14500
71,14700
54,11300
44,9300
29,6300
74,15300
33,7100
55,11500
38,8100
21,4700
39,8300
56,11700
74,15300
29,6300
45,9500
64,13300
53,11100
33,7100
57,11900
31,6700
22,4900
55,11500
31,6700
19,4300
72,14900
68,14100
51,10700
61,12700
53,11100
41,8700
58,12100
32,6900
32,6900
39,8300
49,10300
38,8100
56,11700
71,14700
48,10100
20,4500
26,5700
26,5700
28,6100
72,14900
31,6700
73,15100
28,6100
25,5500
28,6100
71,14700
52,10900
46,9700
19,4300
18,4100
23,5100
33,7100
31,6700
32,6900
21,4700
57,11900
21,4700
63,13100
62,12900
26,5700
34,7300
73,15100
68,14100
34,7300
20,4500
47,9900
21,4700
59,12300
56,11700
51,10700
25,5500
49,10300
28,6100
68,14100
63,13100
34,7300
21,4700
61,12700
37,7900
42,8900
53,11100
63,13100
37,7900
74,15300
57,11900
28,6100
25,5500
62,12900
70,14500
62,12900
52,10900
65,13500
52,10900
48,10100
40,8500
29,6300
27,5900
68,14100
28,6100
58,12100
57,11900
22,4900
42,8900
71,14700
27,5900
38,8100
51,10700
19,4300
43,9100
72,14900
40,8500
49,10300
48,10100
64,13300
29,6300
37,7900
53,11100
62,12900
50,10500
19,4300
31,6700
64,13300
46,9700
29,6300
66,13700
44,9300
72,14900
57,11900
35,7500
73,15100
39,8300
39,8300
31,6700
57,11900
31,6700
24,5300
70,14500
49,10300
51,10700
33,7100
54,11300
35,7500
28,6100
57,11900
35,7500
23,5100
64,13300
62,12900
74,15300
43,9100
53,11100
63,13100
58,12100
26,5700
32,6900
45,9500
21,4700
34,7300
32,6900
55,11500
29,6300
37,7900
54,11300
72,14900
39,8300
50,10500
72,14900
27,5900
18,4100
20,4500
57,11900
29,6300
63,13100
42,8900
63,13100
21,4700
61,12700
74,15300
22,4900
34,7300
55,11500
49,10300
60,12500
74,15300
48,10100
27,5900
60,12500
32,6900
39,8300
23,5100
50,10500
38,8100
65,13500
45,9500
63,13100
49,10300
69,14300
43,9100
28,6100
73,15100
59,12300
72,14900
57,11900
23,5100
61,12700
23,5100
48,10100
61,12700
27,5900
49,10300
29,6300
46,9700
27,5900
30,6500
38,8100
29,6300
69,14300
51,10700
54,11300
25,5500
60,12500
47,9900
25,5500
34,7300
48,10100
70,14500
39,8300
65,13500
74,15300
48,10100
61,12700
46,9700
25,5500
20,4500
50,10500
62,12900
36,7700
23,5100
69,14300
20,4500
71,14700
56,11700
23,5100
68,14100
49,10300
48,10100
27,5900
66,13700
41,8700
71,14700
27,5900
49,10300
22,4900
56,11700
68,14100
45,9500
59,12300
46,9700
49,10300
60,12500
62,12900
37,7900
32,6900
26,5700
64,13300
41,8700
23,5100
70,14500
55,11500
60,12500
35,7500
73,15100
27,5900
46,9700
68,14100
35,7500
43,9100
57,11900
63,13100
63,13100
69,14300
60,12500
72,14900
53,11100
22,4900
26,5700
68,14100
29,6300
32,6900
24,5300
74,15300
72,14900
52,10900
24,5300
39,8300
45,9500
58,12100
53,11100
20,4500
73,15100
32,6900
73,15100
37,7900
59,12300
40,8500
69,14300
57,11900
64,13300
37,7900
22,4900
23,5100
50,10500
74,15300
46,9700
46,9700
26,5700
26,5700
42,8900
60,12500
35,7500
46,9700
70,14500
62,12900
38,8100
49,10300
42,8900
33,7100
66,13700
23,5100
62,12900
70,14500
65,13500
23,5100
49,10300
70,14500
66,13700
39,8300
31,6700
33,7100
25,5500
72,14900
21,4700
47,9900
70,14500
56,11700
60,12500
60,12500
49,10300
72,14900
29,6300
37,7900
28,6100
58,12100
57,11900
72,14900
33,7100
40,8500
57,11900
53,11100
49,10300
34,7300
61,12700
60,12500
22,4900
64,13300
70,14500
30,6500
68,14100
32,6900
37,7900
18,4100
48,10100
57,11900
24,5300
24,5300
74,15300
56,11700
70,14500
33,7100
24,5300
47,9900
29,6300
33,7100
20,4500
71,14700
45,9500
50,10500
31,6700
45,9500
68,14100
30,6500
52,10900
58,12100
64,13300
54,11300
34,7300
20,4500
49,10300
28,6100
63,13100
61,12700
61,12700
35,7500
61,12700
25,5500
42,8900
68,14100
34,7300
64,13300
70,14500
32,6900
20,4500
22,4900
45,9500
54,11300
68,14100
65,13500
22,4900
19,4300
65,13500
22,4900
71,14700
64,13300
71,14700
56,11700
45,9500
54,11300
70,14500
21,4700
65,13500
66,13700
47,9900
35,7500
45,9500
51,10700
40,8500
65,13500
67,13900
40,8500
60,12500
43,9100
52,10900
67,13900
31,6700
74,15300
22,4900
53,11100
53,11100
56,11700
64,13300
56,11700
74,15300
62,12900
19,4300
25,5500
61,12700
39,8300
31,6700
61,12700
73,15100
50,10500
25,5500
34,7300
61,12700
49,10300
67,13900
41,8700
25,5500
66,13700
67,13900
42,8900
32,6900
29,6300
47,9900
19,4300
37,7900
43,9100
27,5900
33,7100
49,10300
31,6700
55,11500
56,11700
46,9700
33,7100
27,5900
35,7500
40,8500
67,13900
40,8500
68,14100
69,14300
35,7500
36,7700
26,5700
61,12700
39,8300
59,12300
61,12700
35,7500
21,4700
67,13900
21,4700
68,14100
61,12700
50,10500
60,12500
30,6500
18,4100
30,6500
72,14900
53,11100
64,13300
22,4900
64,13300
32,6900
61,12700
19,4300
22,4900
74,15300
21,4700
63,13100
43,9100
19,4300
70,14500
58,12100
43,9100
52,10900
55,11500
59,12300
45,9500
54,11300
40,8500
73,15100
59,12300
34,7300
56,11700
22,4900
20,4500
37,7900
49,10300
39,8300
23,5100
19,4300
67,13900
43,9100
31,6700
43,9100
49,10300
71,14700
57,11900
37,7900
20,4500
46,9700
48,10100
44,9300
50,10500
43,9100
48,10100
45,9500
63,13100
54,11300
32,6900
38,8100
65,13500
35,7500
45,9500
30,6500
67,13900
45,9500
49,10300
37,7900
21,4700
61,12700
30,6500
34,7300
24,5300
71,14700
73,15100
71,14700
64,13300
71,14700
71,14700
74,15300
72,14900
20,4500
54,11300
26,5700
49,10300
56,11700
42,8900
39,8300
69,14300
50,10500
20,4500
48,10100
57,11900
22,4900
48,10100
34,7300
68,14100
19,4300
70,14500
41,8700
24,5300
73,15100
58,12100
27,5900
73,15100
48,10100
49,10300
52,10900
23,5100
29,6300
32,6900
35,7500
50,10500
19,4300
19,4300
48,10100
27,5900
25,5500
73,15100
70,14500
66,13700
53,11100
68,14100
38,8100
69,14300
23,5100
35,7500
19,4300
28,6100
33,7100
74,15300
30,6500
57,11900
47,9900
21,4700
59,12300
44,9300
74,15300
52,10900
45,9500
60,12500
31,6700
43,9100
69,14300
34,7300
72,14900
36,7700
65,13500
69,14300
26,5700
39,8300
43,9100
72,14900
20,4500
31,6700
60,12500
27,5900
26,5700
58,12100
39,8300
54,11300
30,6500
63,13100
48,10100
44,9300
61,12700
24,5300
24,5300
21,4700
60,12500
71,14700
70,14500
46,9700
52,10900
37,7900
70,14500
59,12300
35,7500
39,8300
40,8500
23,5100
69,14300
51,10700
61,12700
23,5100
69,14300
24,5300
67,13900
72,14900
25,5500
71,14700
68,14100
61,12700
47,9900
19,4300
30,6500
42,8900
58,12100
26,5700
34,7300
40,8500
67,13900
54,11300
42,8900
19,4300
30,6500
29,6300
21,4700
37,7900
53,11100
20,4500
22,4900
64,13300
42,8900
40,8500
50,10500
29,6300
37,7900
35,7500
41,8700
24,5300
29,6300
36,7700
65,13500
49,10300
73,15100
70,14500
70,14500
69,14300
32,6900
57,11900
70,14500
62,12900
61,12700
67,13900
52,10900
68,14100
64,13300
60,12500
50,10500
41,8700
18,4100
32,6900
55,11500
54,11300
22,4900
58,12100
32,6900
51,10700
49,10300
56,11700
66,13700
58,12100
35,7500
23,5100
53,11100
33,7100
63,13100
73,15100
33,7100
73,15100
54,11300
41,8700
64,13300
19,4300
64,13300
60,12500
55,11500
27,5900
30,6500
67,13900
22,4900
53,11100
59,12300
31,6700
70,14500
37,7900
22,4900
27,5900
54,11300
25,5500
43,9100
61,12700
26,5700
70,14500
70,14500
27,5900
19,4300
69,14300
23,5100
38,8100
59,12300
23,5100
26,5700
71,14700
39,8300
71,14700
34,7300
56,11700
65,13500
57,11900
62,12900
36,7700
25,5500
38,8100
37,7900
29,6300
29,6300
72,14900
32,6900
62,12900
57,11900
66,13700
29,6300
42,8900
48,10100
21,4700
49,10300
72,14900
55,11500
68,14100
59,12300
68,14100
34,7300
68,14100
19,4300
55,11500
48,10100
26,5700
40,8500
27,5900
58,12100
67,13900
48,10100
48,10100
28,6100
60,12500
41,8700
49,10300
47,9900
55,11500
39,8300
39,8300
44,9300
44,9300
53,11100
45,9500
67,13900
54,11300
27,5900
66,13700
72,14900
39,8300
42,8900
54,11300
26,5700
18,4100
18,4100
50,10500
22,4900
58,12100
27,5900
67,13900
74,15300
46,9700
74,15300
62,12900
66,13700
35,7500
18,4100
47,9900
32,6900
70,14500
22,4900
20,4500
26,5700
47,9900
42,8900
52,10900
52,10900
30,6500
33,7100
66,13700
35,7500
38,8100
67,13900
50,10500
53,11100
68,14100
54,11300
51,10700
53,11100
20,4500
29,6300
18,4100
59,12300
34,7300
61,12700
39,8300
27,5900
35,7500
49,10300
59,12300
30,6500
34,7300
63,13100
66,13700
31,6700
46,9700
72,14900
48,10100
60,12500
72,14900
49,10300
62,12900
48,10100
18,4100
71,14700
64,13300
29,6300
45,9500
23,5100
42,8900
67,13900
50,10500
58,12100
35,7500
41,8700
46,9700
41,8700
69,14300
39,8300
46,9700
29,6300
58,12100
29,6300
63,13100
27,5900
63,13100
45,9500
18,4100
57,11900
69,14300
51,10700
50,10500
29,6300
44,9300
19,4300
35,7500
61,12700
29,6300
50,10500
43,9100
42,8900
30,6500
37,7900
63,13100
62,12900
22,4900
58,12100
44,9300
41,8700
69,14300
66,13700
48,10100
60,12500
30,6500
44,9300
32,6900
66,13700
65,13500
20,4500
19,4300
39,8300
38,8100
47,9900
71,14700
50,10500
48,10100
63,13100
55,11500
52,10900
57,11900
63,13100
31,6700
59,12300
63,13100
61,12700
61,12700
39,8300
31,6700
60,12500
51,10700
37,7900
54,11300
49,10300
71,14700
60,12500
49,10300
73,15100
26,5700
22,4900
19,4300
36,7700
19,4300
21,4700
57,11900
61,12700
48,10100
45,9500
47,9900
19,4300
18,4100
70,14500
18,4100
60,12500
63,13100
30,6500
57,11900
29,6300
19,4300
51,10700
46,9700
33,7100
28,6100
33,7100
31,6700
36,7700
71,14700
56,11700
59,12300
58,12100
19,4300
71,14700
41,8700
29,6300
28,6100
22,4900
55,11500
52,10900
21,4700
18,4100
59,12300
38,8100
52,10900
52,10900
70,14500
74,15300
73,15100
57,11900
73,15100
29,6300
57,11900
73,15100
67,13900
64,13300
34,7300
62,12900
32,6900
70,14500
71,14700
31,6700
30,6500
64,13300
52,10900
50,10500
40,8500
20,4500
45,9500
33,7100
40,8500
32,6900
65,13500
56,11700
23,5100
62,12900
47,9900
52,10900
55,11500
64,13300
61,12700
35,7500
25,5500
24,5300
34,7300
32,6900
41,8700
48,10100
72,14900
71,14700
37,7900
57,11900
19,4300
72,14900
62,12900
19,4300
45,9500
57,11900
40,8500
41,8700
60,12500
36,7700
50,10500
18,4100
36,7700
32,6900
40,8500
32,6900
33,7100
63,13100
58,12100
60,12500
67,13900
43,9100
31,6700
55,11500
38,8100
41,8700
22,4900
45,9500
34,7300
22,4900
37,7900
60,12500
60,12500
26,5700
52,10900
51,10700
51,10700
64,13300
66,13700
18,4100
65,13500
22,4900
72,14900
62,12900
40,8500
61,12700
59,12300
56,11700
21,4700
45,9500
30,6500
54,11300
61,12700
51,10700
65,13500
25,5500
32,6900
23,5100
73,15100
62,12900
68,14100
72,14900
46,9700
42,8900
64,13300
25,5500
57,11900
64,13300
55,11500
26,5700
22,4900
34,7300
60,12500
69,14300
64,13300
50,10500
41,8700
42,8900
21,4700
54,11300
39,8300
34,7300
66,13700
73,15100
56,11700
67,13900
56,11700
68,14100
40,8500
40,8500
26,5700
38,8100
43,9100
41,8700
50,10500
38,8100
20,4500
62,12900
27,5900
72,14900
72,14900
51,10700
62,12900
18,4100
25,5500
44,9300
55,11500
21,4700
72,14900
64,13300
58,12100
46,9700
43,9100
51,10700
71,14700
48,10100
29,6300
25,5500
53,11100
61,12700
21,4700
66,13700
31,6700
42,8900
58,12100
62,12900
65,13500
56,11700
48,10100
39,8300
37,7900
20,4500
51,10700
62,12900
25,5500
63,13100
64,13300
64,13300
23,5100
55,11500
22,4900
23,5100
24,5300
58,12100
60,12500
26,5700
69,14300
74,15300
74,15300
37,7900
59,12300
65,13500
66,13700
65,13500
51,10700
55,11500
55,11500
43,9100
69,14300
37,7900
56,11700
71,14700
66,13700
47,9900
35,7500
63,13100
58,12100
45,9500
40,8500
21,4700
30,6500
64,13300
20,4500
18,4100
29,6300
47,9900
46,9700
71,14700
33,7100
72,14900
56,11700
38,8100
73,15100
28,6100
30,6500
51,10700
42,8900
55,11500
72,14900
51,10700
69,14300
54,11300
36,7700
65,13500
26,5700
51,10700
41,8700
63,13100
49,10300
62,12900
50,10500
31,6700
67,13900
34,7300
66,13700
33,7100
30,6500
39,8300
72,14900
69,14300
65,13500
32,6900
52,10900
22,4900
20,4500
41,8700
41,8700
57,11900
20,4500
74,15300
62,12900
70,14500
19,4300
73,15100
55,11500
47,9900
48,10100
39,8300
19,4300
27,5900
48,10100
47,9900
18,4100
49,10300
56,11700
65,13500
67,13900
31,6700
44,9300
53,11100
34,7300
54,11300
34,7300
22,4900
36,7700
35,7500
73,15100
70,14500
73,15100
71,14700
35,7500
70,14500
21,4700
42,8900
54,11300
47,9900
41,8700
28,6100
32,6900
44,9300
55,11500
55,11500
60,12500
23,5100
70,14500
30,6500
29,6300
58,12100
41,8700
41,8700
29,6300
57,11900
32,6900
19,4300
26,5700
56,11700
55,11500
24,5300
19,4300
39,8300
24,5300
22,4900
48,10100
31,6700
52,10900
56,11700
53,11100
73,15100
28,6100
47,9900
23,5100
44,9300
50,10500
33,7100
19,4300
65,13500
58,12100
58,12100
19,4300
67,13900
24,5300
56,11700
48,10100
44,9300
58,12100
58,12100
49,10300
54,11300
28,6100
26,5700
48,10100
24,5300
22,4900
22,4900
21,4700
57,11900
27,5900
55,11500
46,9700
61,12700
61,12700
35,7500
40,8500
60,12500
53,11100
74,15300
73,15100
34,7300
70,14500
54,11300
71,14700
21,4700
53,11100
73,15100
58,12100
73,15100
66,13700
43,9100
50,10500
40,8500
39,8300
50,10500
51,10700
53,11100
71,14700
47,9900
37,7900
32,6900
23,5100
63,13100
31,6700
23,5100
40,8500
18,4100
19,4300
37,7900
21,4700
72,14900
51,10700
42,8900
54,11300
72,14900
44,9300
38,8100
43,9100
33,7100
67,13900
36,7700
24,5300
56,11700
55,11500
64,13300
74,15300
24,5300
22,4900
36,7700
65,13500
56,11700
19,4300
25,5500
73,15100
62,12900
34,7300
22,4900
45,9500
64,13300
52,10900
25,5500
48,10100
64,13300
25,5500
28,6100
62,12900
44,9300
54,11300
61,12700
24,5300
68,14100
46,9700
51,10700
42,8900
59,12300
65,13500
28,6100
54,11300
62,12900
53,11100
46,9700
18,4100
59,12300
38,8100
30,6500
46,9700
30,6500
74,15300
50,10500
32,6900
36,7700
68,14100
69,14300
37,7900
40,8500
31,6700
41,8700
30,6500
45,9500
27,5900
52,10900
53,11100
20,4500
34,7300
58,12100
39,8300
55,11500
69,14300
35,7500
60,12500
53,11100
69,14300
64,13300
44,9300
52,10900
39,8300
27,5900
64,13300
36,7700
42,8900
49,10300
57,11900
27,5900
51,10700
66,13700
27,5900
26,5700
42,8900
25,5500
56,11700
74,15300
73,15100
63,13100
60,12500
72,14900
18,4100
35,7500
42,8900
35,7500
71,14700
58,12100
27,5900
67,13900
21,4700
55,11500
58,12100
58,12100
30,6500
24,5300
25,5500
57,11900
70,14500
73,15100
44,9300
51,10700
66,13700
25,5500
28,6100
49,10300
51,10700
40,8500
48,10100
57,11900
56,11700
63,13100
63,13100
72,14900
24,5300
47,9900
61,12700
25,5500
56,11700
31,6700
72,14900
49,10300
74,15300
57,11900
54,11300
73,15100
18,4100
53,11100
20,4500
66,13700
55,11500
52,10900
74,15300
41,8700
26,5700
58,12100
54,11300
20,4500
28,6100
31,6700
74,15300
69,14300
30,6500
43,9100
62,12900
26,5700
51,10700
43,9100
35,7500
44,9300
48,10100
56,11700
37,7900
45,9500
25,5500
49,10300
20,4500
58,12100
38,8100
33,7100
24,5300
72,14900
39,8300
57,11900
31,6700
22,4900
26,5700
18,4100
41,8700
42,8900
46,9700
24,5300
26,5700
47,9900
69,14300
34,7300
53,11100
65,13500
41,8700
72,14900
18,4100
70,14500
68,14100
70,14500
35,7500
53,11100
71,14700
51,10700
27,5900
67,13900
55,11500
26,5700
72,14900
47,9900
27,5900
44,9300
54,11300
50,10500
69,14300
37,7900
43,9100
63,13100
60,12500
38,8100
61,12700
55,11500
26,5700
44,9300
27,5900
21,4700
50,10500
58,12100
54,11300
18,4100
30,6500
55,11500
71,14700
64,13300
41,8700
25,5500
36,7700
36,7700
25,5500
31,6700
70,14500
30,6500
63,13100
35,7500
32,6900
48,10100
43,9100
73,15100
23,5100
43,9100
32,6900
59,12300
18,4100
29,6300
52,10900
30,6500
47,9900
37,7900
33,7100
68,14100
50,10500
62,12900
55,11500
32,6900
65,13500
72,14900
48,10100
41,8700
65,13500
23,5100
64,13300
38,8100
44,9300
39,8300
67,13900
71,14700
39,8300
49,10300
30,6500
24,5300
27,5900
19,4300
23,5100
49,10300
43,9100
36,7700
57,11900
35,7500
42,8900
36,7700
69,14300
62,12900
64,13300
35,7500
33,7100
55,11500
71,14700
49,10300
52,10900
51,10700
31,6700
68,14100
40,8500
29,6300
69,14300
24,5300
54,11300
29,6300
51,10700
47,9900
26,5700
32,6900
57,11900
64,13300
45,9500
55,11500
72,14900
66,13700
24,5300
23,5100
48,10100
61,12700
51,10700
24,5300
42,8900
68,14100
41,8700
50,10500
56,11700
39,8300
28,6100
74,15300
21,4700
62,12900
61,12700
27,5900
74,15300
45,9500
22,4900
71,14700
62,12900
74,15300
64,13300
49,10300
39,8300
52,10900
72,14900
44,9300
53,11100
62,12900
28,6100
67,13900
73,15100
43,9100
57,11900
33,7100
69,14300
27,5900
50,10500
30,6500
53,11100
65,13500
46,9700
29,6300
58,12100
30,6500
54,11300
29,6300
68,14100
73,15100
61,12700
36,7700
58,12100
37,7900
41,8700
38,8100
27,5900
21,4700
24,5300
68,14100
74,15300
58,12100
18,4100
28,6100
59,12300
31,6700
32,6900
44,9300
22,4900
47,9900
74,15300
63,13100
22,4900
33,7100
41,8700
72,14900
19,4300
54,11300
38,8100
56,11700
74,15300
69,14300
29,6300
67,13900
22,4900
24,5300
33,7100
73,15100
52,10900
50,10500
44,9300
44,9300
68,14100
25,5500
67,13900
70,14500
47,9900
62,12900
67,13900
27,5900
55,11500
48,10100
41,8700
27,5900
63,13100
61,12700
21,4700
24,5300
71,14700
37,7900
45,9500
46,9700
46,9700
54,11300
56,11700
19,4300
60,12500
20,4500
58,12100
58,12100
47,9900
34,7300
39,8300
71,14700
65,13500
30,6500
65,13500
30,6500
19,4300
51,10700
70,14500
30,6500
73,15100
29,6300
54,11300
37,7900
23,5100
31,6700
40,8500
29,6300
38,8100
71,14700
73,15100
44,9300
27,5900
30,6500
40,8500
50,10500
66,13700
48,10100
49,10300
48,10100
27,5900
71,14700
51,10700
19,4300
60,12500
55,11500
62,12900
72,14900
38,8100
58,12100
66,13700
45,9500
57,11900
49,10300
32,6900
36,7700
48,10100
45,9500
31,6700
67,13900
64,13300
52,10900
71,14700
28,6100
47,9900
68,14100
48,10100
43,9100
32,6900
48,10100
63,13100
31,6700
27,5900
38,8100
54,11300
34,7300
36,7700
23,5100
29,6300
29,6300
50,10500
68,14100
44,9300
42,8900
35,7500
49,10300
18,4100
63,13100
57,11900
24,5300
61,12700
23,5100
67,13900
65,13500
31,6700
37,7900
55,11500
38,8100
29,6300
65,13500
58,12100
20,4500
56,11700
71,14700
57,11900
39,8300
26,5700
63,13100
74,15300
28,6100
51,10700
66,13700
37,7900
58,12100
41,8700
54,11300
73,15100
35,7500
72,14900
24,5300
49,10300
34,7300
57,11900
39,8300
53,11100
65,13500
28,6100
69,14300
67,13900
34,7300
20,4500
70,14500
59,12300
38,8100
74,15300
38,8100
24,5300
74,15300
73,15100
43,9100
36,7700
25,5500
26,5700
40,8500
67,13900
22,4900
65,13500
74,15300
18,4100
34,7300
57,11900
22,4900
71,14700
71,14700
26,5700
19,4300
68,14100
55,11500
22,4900
51,10700
19,4300
31,6700
19,4300
47,9900
71,14700
59,12300
23,5100
37,7900
32,6900
45,9500
30,6500
40,8500
29,6300
37,7900
26,5700
65,13500
35,7500
46,9700
38,8100
32,6900
67,13900
35,7500
42,8900
66,13700
51,10700
26,5700
42,8900
61,12700
20,4500
46,9700
33,7100
42,8900
70,14500
23,5100
23,5100
41,8700
66,13700
54,11300
69,14300
56,11700
21,4700
70,14500
61,12700
23,5100
70,14500
18,4100
26,5700
44,9300
38,8100
21,4700
19,4300
71,14700
71,14700
65,13500
38,8100
30,6500
32,6900
31,6700
60,12500
28,6100
32,6900
68,14100
22,4900
45,9500
72,14900
21,4700
58,12100
23,5100
51,10700
40,8500
24,5300
28,6100
68,14100
56,11700
21,4700
62,12900
67,13900
43,9100
62,12900
36,7700
22,4900
26,5700
36,7700
42,8900
26,5700
40,8500
64,13300
57,11900
18,4100
44,9300
38,8100
46,9700
54,11300
52,10900
28,6100
25,5500
53,11100
60,12500
30,6500
60,12500
35,7500
49,10300
57,11900
45,9500
23,5100
66,13700
21,4700
22,4900
64,13300
59,12300
45,9500
48,10100
60,12500
62,12900
24,5300
57,11900
28,6100
18,4100
70,14500
62,12900
20,4500
27,5900
52,10900
47,9900
19,4300
60,12500
65,13500
59,12300
58,12100
47,9900
27,5900
70,14500
21,4700
28,6100
73,15100
65,13500
24,5300
31,6700
63,13100
56,11700
22,4900
39,8300
37,7900
39,8300
31,6700
29,6300
60,12500
69,14300
44,9300
63,13100
39,8300
60,12500
30,6500
73,15100
39,8300
57,11900
48,10100
39,8300
54,11300
37,7900
59,12300
32,6900
69,14300
61,12700
42,8900
27,5900
43,9100
72,14900
67,13900
19,4300
65,13500
23,5100
70,14500
27,5900
57,11900
41,8700
46,9700
25,5500
33,7100
49,10300
74,15300
55,11500
28,6100
42,8900
73,15100
71,14700
22,4900
44,9300
71,14700
73,15100
32,6900
21,4700
59,12300
29,6300
67,13900
73,15100
29,6300
74,15300
60,12500
33,7100
33,7100
36,7700
23,5100
74,15300
37,7900
56,11700
51,10700
38,8100
69,14300
35,7500
57,11900
37,7900
45,9500
43,9100
67,13900
45,9500
18,4100
56,11700
50,10500
68,14100
21,4700
71,14700
68,14100
71,14700
63,13100
39,8300
53,11100
38,8100
44,9300
68,14100
18,4100
63,13100
18,4100
59,12300
60,12500
53,11100
74,15300
31,6700
27,5900
36,7700
58,12100
72,14900
25,5500
47,9900
19,4300
39,8300
71,14700
49,10300
43,9100
52,10900
59,12300
57,11900
69,14300
63,13100
64,13300
38,8100
61,12700
70,14500
23,5100
37,7900
32,6900
31,6700
71,14700
57,11900
33,7100
21,4700
24,5300
53,11100
47,9900
33,7100
32,6900
44,9300
72,14900
42,8900
43,9100
27,5900
31,6700
34,7300
39,8300
72,14900
71,14700
20,4500
61,12700
71,14700
27,5900
47,9900
49,10300
27,5900
69,14300
30,6500
21,4700
20,4500
37,7900
34,7300
52,10900
20,4500
66,13700
44,9300
48,10100
60,12500
24,5300
25,5500
53,11100
46,9700
62,12900
42,8900
70,14500
41,8700
45,9500
19,4300
73,15100
32,6900
40,8500
72,14900
53,11100
65,13500
53,11100
57,11900
53,11100
34,7300
65,13500
35,7500
19,4300
19,4300
19,4300
25,5500
74,15300
66,13700
49,10300
20,4500
25,5500
36,7700
26,5700
70,14500
42,8900
27,5900
48,10100
37,7900
30,6500
67,13900
32,6900
69,14300
40,8500
46,9700
66,13700
42,8900
38,8100
27,5900
72,14900
25,5500
56,11700
47,9900
48,10100
48,10100
71,14700
56,11700
68,14100
23,5100
30,6500
27,5900
33,7100
48,10100
59,12300
69,14300
67,13900
48,10100
46,9700
28,6100
35,7500
70,14500
25,5500
74,15300
72,14900
49,10300
63,13100
18,4100
70,14500
34,7300
29,6300
31,6700
32,6900
42,8900
21,4700
22,4900
48,10100
35,7500
53,11100
44,9300
44,9300
28,6100
39,8300
66,13700
23,5100
31,6700
22,4900
35,7500
74,15300
34,7300
18,4100
51,10700
73,15100
20,4500
45,9500
43,9100
18,4100
44,9300
56,11700
20,4500
54,11300
43,9100
61,12700
52,10900
69,14300
72,14900
29,6300
53,11100
43,9100
66,13700
38,8100
68,14100
35,7500
36,7700
50,10500
48,10100
74,15300
70,14500
35,7500
46,9700
47,9900
38,8100
39,8300
37,7900
48,10100
70,14500
39,8300
69,14300
39,8300
72,14900
52,10900
41,8700
49,10300
31,6700
19,4300
63,13100
27,5900
34,7300
23,5100
54,11300
27,5900
74,15300
44,9300
60,12500
38,8100
39,8300
52,10900
35,7500
58,12100
58,12100
42,8900
43,9100
72,14900
57,11900
71,14700
48,10100
50,10500
70,14500
63,13100
70,14500
72,14900
72,14900
67,13900
53,11100
21,4700
51,10700
44,9300
62,12900
40,8500
42,8900
57,11900
50,10500
69,14300
55,11500
73,15100
57,11900
37,7900
62,12900
46,9700
38,8100
24,5300
73,15100
71,14700
42,8900
20,4500
71,14700
44,9300
55,11500
20,4500
20,4500
64,13300
42,8900
70,14500
41,8700
39,8300
24,5300
42,8900
38,8100
54,11300
69,14300
34,7300
68,14100
52,10900
66,13700
60,12500
23,5100
66,13700
49,10300
49,10300
67,13900
19,4300
63,13100
51,10700
73,15100
49,10300
53,11100
56,11700
49,10300
39,8300
59,12300
43,9100
20,4500
26,5700
23,5100
66,13700
57,11900
31,6700
26,5700
20,4500
60,12500
60,12500
69,14300
44,9300
58,12100
46,9700
31,6700
25,5500
61,12700
18,4100
64,13300
49,10300
49,10300
30,6500
23,5100
22,4900
28,6100
72,14900
20,4500
50,10500
59,12300
50,10500
67,13900
44,9300
72,14900
34,7300
38,8100
66,13700
74,15300
41,8700
69,14300
19,4300
56,11700
24,5300
39,8300
61,12700
57,11900
47,9900
71,14700
54,11300
62,12900
18,4100
74,15300
24,5300
39,8300
40,8500
28,6100
40,8500
54,11300
20,4500
67,13900
58,12100
43,9100
27,5900
22,4900
53,11100
52,10900
49,10300
26,5700
46,9700
59,12300
48,10100
55,11500
72,14900
36,7700
36,7700
27,5900
52,10900
20,4500
28,6100
27,5900
43,9100
38,8100
55,11500
19,4300
57,11900
41,8700
64,13300
51,10700
35,7500
20,4500
31,6700
25,5500
55,11500
59,12300
32,6900
52,10900
62,12900
30,6500
44,9300
58,12100
35,7500
74,15300
37,7900
71,14700
50,10500
59,12300
43,9100
28,6100
48,10100
54,11300
62,12900
61,12700
46,9700
61,12700
52,10900
31,6700
36,7700
22,4900
46,9700
43,9100
28,6100
70,14500
58,12100
67,13900
31,6700
35,7500
53,11100
27,5900
40,8500
18,4100
37,7900
57,11900
20,4500
32,6900
70,14500
70,14500
26,5700
53,11100
29,6300
26,5700
66,13700
39,8300
73,15100
25,5500
72,14900
28,6100
56,11700
47,9900
48,10100
47,9900
32,6900
33,7100
44,9300
53,11100
68,14100
45,9500
45,9500
